fit,product_id,product_name,product_price,color_name,style_id,color_id,scrapy_datetime,cotton,spandex,polyester
regular_fit,811993031,regular_jeans,22.99,dark_denim_blue,811993,31,2022-09-15 17:14:56,0.99,0.01,0.0
regular_fit,811993034,regular_jeans,29.99,pale_denim_blue,811993,34,2022-09-15 17:14:56,0.99,0.01,0.0
regular_fit,811993037,regular_jeans,15.99,dark_blue,811993,37,2022-09-15 17:14:56,0.99,0.01,0.0
regular_fit,811993039,regular_jeans,29.99,dark_denim_blue,811993,39,2022-09-15 17:14:56,0.98,0.02,0.0
regular_fit,811993040,regular_jeans,29.99,black,811993,40,2022-09-15 17:14:56,0.98,0.02,0.0
regular_fit,811993044,regular_jeans,29.99,dark_denim_blue,811993,44,2022-09-15 17:14:56,1.0,0.01,0.0
loose_fit,1044249001,loose_pull-on_jeans,44.99,light_denim_blue,1044249,1,2022-09-15 17:14:56,0.35,0.0,0.65
loose_fit,1044249002,loose_pull-on_jeans,44.99,dark_denim_blue,1044249,2,2022-09-15 17:14:56,0.35,0.0,0.65
relaxed_fit,1027852007,relaxed_denim_joggers,29.99,denim_blue,1027852,7,2022-09-15 17:14:56,1.0,0.0,0.0
relaxed_fit,1027852002,relaxed_denim_joggers,29.99,dark_gray,1027852,2,2022-09-15 17:14:56,1.0,0.0,0.0
relaxed_fit,1027852006,relaxed_denim_joggers,29.99,dark_denim_blue,1027852,6,2022-09-15 17:14:56,1.0,0.0,0.0
relaxed_fit,1027852009,relaxed_denim_joggers,29.99,light_denim_blue,1027852,9,2022-09-15 17:14:56,1.0,0.0,0.0
regular_fit,927964001,regular_tapered_crop_jeans,19.99,denim_blue,927964,1,2022-09-15 17:14:56,1.0,0.0,0.65
regular_fit,927964002,regular_tapered_crop_jeans,19.99,light_denim_blue,927964,2,2022-09-15 17:14:56,1.0,0.0,0.65
regular_fit,927964003,regular_tapered_crop_jeans,19.99,dark_gray,927964,3,2022-09-15 17:14:56,1.0,0.0,0.65
regular_fit,927964004,regular_tapered_crop_jeans,19.99,steel_blue,927964,4,2022-09-15 17:14:56,1.0,0.0,0.65
regular_fit,927964005,regular_tapered_crop_jeans,10.99,white,927964,5,2022-09-15 17:14:56,1.0,0.0,0.0
regular_fit,927964013,regular_tapered_crop_jeans,19.99,black,927964,13,2022-09-15 17:14:56,1.0,0.0,0.0
relaxed_fit,1018704003,relaxed_pull-on_jeans,24.99,black,1018704,3,2022-09-15 17:14:56,1.0,0.0,0.65
relaxed_fit,1018704001,relaxed_pull-on_jeans,24.99,light_denim_blue,1018704,1,2022-09-15 17:14:56,1.0,0.0,0.65
relaxed_fit,1018704002,relaxed_pull-on_jeans,24.99,denim_blue,1018704,2,2022-09-15 17:14:56,1.0,0.0,0.65
relaxed_fit,1025726003,relaxed_jeans,39.99,graphite_gray,1025726,3,2022-09-15 17:14:56,1.0,0.0,0.65
relaxed_fit,1025726002,relaxed_jeans,11.99,light_denim_blue,1025726,2,2022-09-15 17:14:56,1.0,0.0,0.65
slim_fit,985197003,slim_jeans,19.99,denim_blue,985197,3,2022-09-15 17:14:56,0.99,0.01,0.65
slim_fit,985197001,slim_jeans,19.99,black,985197,1,2022-09-15 17:14:56,1.0,0.02,0.0
slim_fit,985197002,slim_jeans,6.99,midnight_blue,985197,2,2022-09-15 17:14:56,0.99,0.01,0.65
slim_fit,985197004,slim_jeans,19.99,dark_denim_blue,985197,4,2022-09-15 17:14:56,1.0,0.01,0.0
slim_fit,985197005,slim_jeans,15.99,dark_denim_blue,985197,5,2022-09-15 17:14:56,0.99,0.01,0.65
slim_fit,985197006,slim_jeans,19.99,light_denim_blue,985197,6,2022-09-15 17:14:56,0.99,0.01,0.65
slim_fit,985197007,slim_jeans,15.99,dark_gray,985197,7,2022-09-15 17:14:56,0.99,0.01,0.65
